Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
18.55,52.27,0.082,31819.74684,18375.68389,17534.45783
18.97,51.5,0.084,31564.55696,18364.74164,17424.57831
18.83,47.83,0.087,31327.59494,18251.67173,17696.38554
18.75,48.67,0.084,30671.39241,18145.89666,17713.73494
18.85,48.9,0.081,30950.88608,18138.60182,17679.03614
18.58,50.03,0.086,30555.94937,18062.00608,17389.87952
18.57,50.3,0.086,30549.87342,17883.28267,17141.20482
18.74,49.9,0.085,30543.79747,17770.21277,17135.42169
18.7,50.6,0.083,30179.24051,17832.21884,17089.15663
18.53,51.57,0.084,30349.36709,17810.33435,17083.37349
18.69,51.74,0.084,30197.46835,17905.16717,16915.66265
18.85,51.07,0.083,29978.73418,17642.55319,16805.78313
18.84,50.17,0.084,29577.72152,17190.27356,16788.43373
18.7,50.2,0.085,29644.55696,17102.73556,16724.81928
18.86,51.9,0.084,29583.79747,17029.78723,16655.42169
18.59,51.77,0.085,29292.1519,17263.22188,16678.55422
18.41,51.77,0.084,29760.0,17263.22188,16747.95181
18.06,52.9,0.082,29741.77215,16993.31307,16776.86747
17.92,53.67,0.083,29972.65823,17237.68997,17112.28916
17.9,54.01,0.083,30507.34177,17835.86626,17910.36145
17.82,54.24,0.083,31582.78481,18207.90274,18951.3253
17.9,53.91,0.085,33527.08861,19466.2614,21733.01205
17.68,54.44,0.084,36194.43038,21359.27052,23502.6506
17.51,54.41,0.08,38819.24051,22920.36474,24381.68675
17.45,54.44,0.084,40180.25316,23664.43769,24688.19277
17.17,56.17,0.084,40301.77215,23981.76292,24960.0
16.95,57.68,0.083,40763.5443,24083.89058,25249.15663
16.71,58.95,0.084,40976.20253,24076.59574,25260.72289
16.49,60.15,0.082,40727.08861,24248.02432,25364.81928
16.48,60.21,0.083,41115.94937,24218.84498,25393.73494
16.38,60.61,0.085,41431.89873,24113.06991,25463.13253
16.21,61.38,0.08,41559.49367,24320.97264,25532.53012
16.07,62.92,0.081,42039.49367,24423.1003,25468.91566
15.95,63.32,0.08,42039.49367,24550.75988,25584.57831
15.99,62.85,0.078,42033.41772,24645.59271,25584.57831
16.24,62.42,0.081,41972.65823,24631.00304,25544.09639
16.52,61.21,0.082,41960.50633,24616.41337,25561.44578
16.31,62.22,0.08,41948.35443,24806.07903,25573.01205
16.19,62.25,0.08,42598.48101,24922.79635,25509.39759
16.33,60.98,0.079,42604.55696,25331.30699,25503.61446
16.43,60.51,0.08,42355.44304,25302.12766,25260.72289
16.16,62.02,0.082,42452.65823,25488.1459,25474.6988
16.04,61.98,0.084,41255.6962,25218.23708,25353.25301
16.04,61.11,0.082,41134.17722,25101.51976,25173.9759
16.03,60.35,0.084,40678.48101,24864.43769,24832.77108
16.08,59.58,0.082,40052.65823,24514.28571,24717.10843
16.21,56.64,0.083,39530.12658,24609.11854,24786.50602
16.24,56.38,0.085,38916.4557,24200.6079,24578.31325
16.18,55.81,0.08,38849.62025,23905.16717,23953.73494
16.62,51.8,0.082,38217.72152,23649.84802,23595.18072
16.82,49.63,0.082,37452.1519,23182.97872,23144.09639
16.77,49.83,0.084,37075.44304,22697.87234,22959.03614
16.53,51.44,0.083,36115.44304,22435.25836,22438.55422
16.3,52.4,0.081,35374.17722,22070.51672,21767.71084
16.2,54.07,0.08,34335.18987,21494.22492,20894.45783
16.03,55.74,0.078,33253.67089,20877.81155,20356.62651
15.99,56.94,0.083,32202.53165,20301.51976,19795.66265
16.07,57.14,0.082,31345.82278,19615.80547,19223.13253
15.97,58.34,0.081,30434.43038,19065.04559,18870.36145
15.83,58.64,0.082,29553.41772,18590.88146,18523.37349
15.99,58.21,0.081,28666.32911,17985.41033,17921.92771
16.48,56.68,0.081,28076.96203,17460.18237,17574.93976
16.34,57.08,0.081,27694.17722,17175.68389,17112.28916
16.15,57.84,0.078,24552.91139,16632.21884,16747.95181
16.12,58.01,0.081,22839.49367,16081.45897,16366.26506
16.22,57.94,0.081,22304.81013,15734.95441,16383.61446
16.14,58.81,0.082,21849.11392,15326.44377,16082.89157
16.11,58.81,0.081,21496.70886,15155.0152,15834.21687
16.22,58.44,0.081,20603.5443,14899.69605,15637.59036
16.21,57.78,0.08,20172.1519,14567.78116,15452.53012
16.24,57.98,0.081,20147.8481,14283.28267,15273.25301
16.1,58.74,0.082,19831.89873,14046.20061,15117.10843
16.17,57.91,0.079,19588.86076,13929.48328,14926.26506
16.29,57.18,0.084,19546.32911,13761.70213,14787.46988
16.69,54.71,0.08,19224.3038,13699.69605,14775.90361
16.78,52.87,0.081,19200.0,13418.84498,14718.07229
16.7,52.8,0.081,19175.6962,13349.54407,14440.48193
16.84,51.67,0.084,19023.79747,13331.30699,14290.12048
16.83,51.64,0.083,19011.64557,13375.07599,14278.55422
16.67,52.27,0.08,18890.12658,13345.89666,14255.42169
16.92,51.44,0.078,18944.81013,13415.19757,14203.37349
17.09,50.23,0.081,19005.56962,13396.96049,14076.14458
17.17,50.03,0.082,18902.27848,13316.71733,14139.75904
17.16,49.83,0.082,19078.48101,13364.13374,14139.75904
17.01,53.64,0.081,19443.03797,13283.89058,14162.89157
16.54,56.94,0.081,19783.29114,13272.94833,14070.36145
15.85,67.46,0.082,19971.64557,13203.64742,14058.79518
14.21,76.4,0.084,20178.22785,13203.64742,14041.44578
13.27,79.8,0.082,20172.1519,13163.52584,14162.89157
12.68,83.4,0.08,20554.93671,13167.17325,14116.62651
12.84,84.4,0.075,21466.32911,13345.89666,14087.71084
13.68,82.4,0.074,22031.39241,13367.78116,14359.51807
14.33,72.8,0.076,21946.32911,13736.17021,14585.06024
14.69,70.1,0.076,21915.94937,13995.13678,14810.60241
14.79,67.32,0.076,21751.89873,14013.37386,14960.96386
14.69,68.12,0.076,21636.4557,14596.96049,15319.51807
14.42,69.26,0.074,22973.16456,15169.60486,15325.3012
14.4,69.23,0.076,23283.03797,14983.58663,15209.63855
14.38,69.43,0.078,23167.59494,15220.66869,15250.12048
14.46,68.26,0.079,23738.73418,15519.75684,15024.57831
14.36,68.86,0.077,24322.02532,15643.769,15030.36145
13.47,80.8,0.082,24923.5443,15545.28875,14851.08434
12.3,84.3,0.08,24905.31646,15632.82675,14666.0241
12.04,85.4,0.08,22900.25316,16183.58663,14272.77108
11.64,85.5,0.08,23708.35443,16139.81763,13422.6506
11.63,85.0,0.074,24753.41772,15884.49848,12693.9759
11.54,84.8,0.077,24382.78481,15505.16717,11809.15663
11.31,84.8,0.077,23951.39241,15592.70517,11502.6506
11.31,84.3,0.078,24249.11392,15570.82067,11398.55422
11.52,83.8,0.079,24668.35443,15775.07599,11404.33735
11.72,82.8,0.085,24826.32911,16154.40729,11629.87952
11.8,82.5,0.083,25749.87342,16759.87842,11884.33735
11.89,82.2,0.083,25780.25316,17062.61398,12248.6747
11.88,82.1,0.078,26478.98734,17241.33739,12427.95181
12.13,80.1,0.079,26977.21519,18065.6535,12641.92771
12.37,76.4,0.079,27791.39241,18207.90274,12844.33735
12.46,74.5,0.078,28514.43038,18372.03647,12988.91566
12.57,71.8,0.081,28860.75949,18871.73252,13520.96386
12.62,71.5,0.08,29194.93671,19035.86626,13706.0241
12.72,70.9,0.081,30264.3038,19243.769,13896.86747
12.82,69.49,0.082,30610.63291,19524.62006,14128.19277
12.86,68.66,0.077,31127.08861,19743.46505,14394.21687
12.95,69.06,0.081,31601.01266,20173.86018,14642.89157
12.9,70.2,0.08,31825.82278,20735.56231,14845.3012
12.91,71.1,0.082,32342.27848,21060.18237,15082.40964
12.85,70.2,0.082,32895.18987,20990.88146,15221.20482
12.75,67.26,0.085,33107.8481,20983.58663,15435.18072
12.85,65.19,0.083,33186.83544,21162.31003,15614.45783
12.93,63.68,0.082,33533.16456,21373.86018,15706.98795
13.1,63.75,0.082,34219.74684,21486.93009,15822.6506
13.1,61.82,0.082,34620.75949,21614.58967,16001.92771
12.85,60.81,0.082,34693.67089,21592.70517,16082.89157
12.88,61.52,0.079,34560.0,21392.09726,15978.79518
12.97,62.38,0.085,34894.17722,21672.94833,16163.85542
12.7,60.25,0.084,34948.86076,21950.15198,16192.77108
12.61,57.91,0.084,35167.59494,21979.33131,16476.14458
12.41,57.98,0.084,35216.20253,21939.20973,16643.85542
12.39,56.91,0.084,35422.78481,21917.32523,16481.92771
12.41,57.64,0.08,35173.67089,21702.12766,16470.36145
12.6,56.84,0.082,34882.02532,21636.47416,16481.92771
12.65,57.48,0.082,34894.17722,21519.75684,16649.63855
12.55,57.68,0.081,35082.53165,21574.46809,16447.22892
12.7,56.75,0.082,34863.79747,21570.82067,16435.66265
13.15,52.24,0.081,34462.78481,21384.80243,16539.75904
13.29,50.5,0.082,34007.08861,21348.32827,16782.6506
13.21,47.33,0.083,33915.94937,21424.92401,16800.0
13.14,47.36,0.083,33654.68354,21337.38602,16666.98795
13.11,48.93,0.082,33545.31646,21253.49544,16672.77108
13.32,47.0,0.084,33332.65823,21362.91793,16620.72289
13.34,47.16,0.084,33229.36709,21359.27052,16800.0
13.43,45.03,0.081,33253.67089,21483.28267,16828.91566
13.64,42.96,0.086,32986.32911,21289.9696,16834.6988
13.7,37.38,0.083,32591.39241,21534.3465,16545.54217
13.73,38.75,0.082,32354.43038,21734.95441,16453.01205
13.9,38.82,0.085,32378.73418,21581.76292,16481.92771
14.16,38.79,0.083,32129.62025,20983.58663,16464.57831
14.1,38.95,0.084,32287.59494,20553.19149,16267.95181
13.7,40.82,0.085,32238.98734,20680.85106,16360.48193
13.93,42.49,0.081,32396.96203,20655.31915,16233.25301
13.66,42.02,0.082,32257.21519,20596.96049,16389.39759
13.41,43.36,0.083,31965.56962,20531.30699,16441.44578
13.37,44.36,0.086,31655.6962,20691.79331,16499.27711
13.46,44.76,0.087,31965.56962,20764.74164,16782.6506
13.37,47.96,0.085,32755.44304,21122.18845,17812.04819
13.22,49.5,0.084,34371.64557,21742.24924,19084.33735
12.98,51.0,0.083,36449.62025,23095.44073,21316.62651
12.87,51.54,0.084,39536.20253,24889.9696,23369.63855
12.84,52.5,0.084,41565.56962,26571.42857,24659.27711
12.78,53.24,0.082,42987.34177,26764.74164,25012.04819
12.48,55.17,0.081,43400.50633,26910.6383,25266.50602
12.33,55.17,0.082,43807.59494,27096.65653,25428.43373
12.11,55.54,0.078,43965.56962,26881.45897,25468.91566
12.16,55.57,0.082,44044.55696,26808.51064,25451.56627
12.22,54.77,0.082,43777.21519,27078.41945,25526.74699
12.22,54.74,0.082,43947.34177,26834.04255,25306.98795
12.42,54.21,0.081,43813.67089,26564.13374,25139.27711
12.62,53.14,0.079,43436.96203,26637.08207,25168.19277
12.62,53.91,0.081,43364.05063,26578.7234,25093.01205
12.78,53.5,0.081,42963.03797,26440.12158,25017.83133
12.76,53.34,0.081,42890.12658,26695.44073,25058.31325
12.66,53.7,0.08,42647.08861,26509.42249,25121.92771
12.34,56.11,0.082,42969.11392,26750.15198,25440.0
11.76,59.88,0.084,43151.39241,26699.08815,25416.86747
11.6,60.78,0.083,42817.21519,26761.09422,25208.6747
11.4,62.12,0.086,42738.22785,26516.71733,25150.84337
11.61,61.68,0.08,42574.17722,26472.94833,25173.9759
12.02,60.18,0.084,41972.65823,26549.54407,25399.51807
12.31,58.24,0.079,38922.53165,26418.23708,25468.91566
11.8,61.65,0.086,38533.67089,26345.28875,25278.07229
11.6,62.45,0.085,37755.94937,26213.98176,24774.93976
11.29,63.45,0.089,37063.29114,25648.63222,24410.60241
11.23,64.12,0.09,36376.70886,25287.53799,24254.45783
11.21,64.72,0.087,35896.70886,24776.8997,24069.39759
11.04,65.42,0.086,35143.29114,24616.41337,23890.12048
11.07,65.39,0.085,36145.82278,24200.6079,23230.84337
10.9,66.02,0.085,36783.79747,23478.41945,22779.75904
10.99,66.15,0.089,35671.89873,23044.3769,22461.68675
11.02,65.79,0.091,35204.05063,22333.1307,21785.06024
11.18,65.55,0.087,34231.89873,21552.58359,20830.84337
11.11,65.19,0.085,33205.06329,20976.29179,20200.48193
11.09,65.05,0.085,32220.75949,20283.28267,19772.53012
11.19,64.85,0.087,31127.08861,19736.17021,19304.09639
11.14,65.79,0.089,30294.68354,18908.20669,18534.93976
10.72,68.36,0.081,29516.96203,18379.33131,17927.71084
10.57,69.96,0.082,28362.53165,17850.45593,17384.09639
10.42,71.3,0.084,27773.16456,17489.3617,17170.12048
10.31,72.2,0.086,27232.40506,17208.51064,17066.0241
10.34,72.2,0.08,26697.72152,16668.69301,16638.07229
10.18,73.6,0.082,26223.79747,16077.81155,16186.98795
10.19,73.7,0.087,25458.22785,15767.78116,15903.61446
10.61,71.8,0.085,25148.35443,15337.38602,15660.72289
10.81,68.39,0.084,24765.56962,15162.31003,15539.27711
10.66,68.86,0.084,24303.79747,15100.30395,15388.91566
10.49,69.56,0.089,24109.36709,14622.4924,15255.90361
10.38,69.96,0.085,23325.56962,14607.90274,15105.54217
10.37,70.2,0.085,23155.44304,14337.99392,14978.31325
10.47,69.86,0.087,22924.55696,14064.43769,14793.25301
10.79,67.69,0.091,22784.81013,13984.19453,14660.24096
10.76,68.06,0.088,22833.41772,13852.88754,14475.18072
10.85,67.42,0.087,22675.44304,13739.81763,14428.91566
10.58,71.2,0.084,22444.55696,13619.45289,14457.83133
10.13,73.4,0.084,22426.32911,13652.27964,14376.86747
10.15,74.1,0.086,22420.25316,13535.56231,14324.81928
10.3,73.7,0.089,22323.03797,13473.55623,14261.20482
10.23,74.0,0.081,22262.27848,13502.73556,14261.20482
10.46,73.1,0.079,21891.64557,13466.2614,14203.37349
10.48,71.1,0.082,21934.17722,13440.72948,14186.0241
10.22,72.6,0.085,21958.48101,13593.92097,14018.31325
10.28,73.5,0.081,21751.89873,13386.01824,13943.13253
10.04,75.6,0.084,21715.44304,13214.58967,13972.04819
9.91,76.3,0.084,21666.83544,13272.94833,14012.53012
10.06,76.1,0.086,21739.74684,13265.6535,13937.3494
10.1,75.3,0.086,21721.51899,13327.65957,13960.48193
10.07,74.7,0.08,21836.96203,13593.92097,13914.21687
10.07,74.3,0.083,22177.21519,13641.33739,14093.49398
10.29,73.7,0.084,22462.78481,13736.17021,14116.62651
10.37,72.1,0.081,22432.40506,13776.29179,13995.18072
10.31,72.3,0.081,22754.43038,13871.12462,14203.37349
10.15,73.4,0.079,22821.26582,13965.95745,14232.28916
10.0,73.6,0.083,23386.32911,14633.43465,14683.37349
9.87,74.2,0.079,24273.41772,15271.73252,15024.57831
9.68,76.2,0.081,24777.72152,15125.83587,14723.85542
9.69,76.5,0.079,24996.4557,15129.48328,14590.84337
9.65,76.3,0.076,25239.49367,15355.6231,14608.19277
9.53,76.6,0.075,25446.07595,15745.89666,14625.54217
9.45,77.6,0.082,25676.96203,15680.24316,14625.54217
9.31,77.6,0.082,25306.32911,15567.17325,14347.95181
9.35,78.1,0.082,25543.29114,15913.67781,13856.38554
9.51,76.8,0.079,25652.65823,15869.90881,13335.90361
9.4,76.6,0.076,25555.44304,15578.1155,12381.68675
9.36,76.7,0.079,24947.8481,15486.93009,11861.20482
9.37,76.5,0.08,24510.37975,15107.59878,11450.60241
9.44,75.7,0.084,24492.1519,15297.26444,11161.44578
9.38,75.7,0.083,25379.24051,15643.769,11323.37349
9.16,76.8,0.083,26114.43038,15953.79939,11641.44578
9.19,77.4,0.084,26971.13924,16267.4772,11809.15663
9.45,75.8,0.081,27226.32911,16566.56535,12034.6988
9.41,75.3,0.08,27779.24051,17055.31915,12323.85542
9.32,76.2,0.084,28259.24051,17069.90881,12560.96386
9.52,75.9,0.087,29036.96203,17631.61094,12803.85542
9.45,76.0,0.083,29225.31646,18091.18541,13110.36145
9.41,76.3,0.085,29924.05063,18357.44681,13717.59036
9.68,75.5,0.082,30331.13924,17255.92705,15238.55422
10.0,73.4,0.083,30568.10127,17285.10638,15527.71084
10.37,71.3,0.08,31139.24051,17460.18237,15747.46988
10.64,69.08,0.081,31923.03797,17737.38602,15857.3494
10.87,68.68,0.082,32609.62025,17897.87234,16146.50602
11.16,69.08,0.079,32901.26582,18124.01216,16620.72289
11.45,69.01,0.083,32767.59494,18339.20973,16817.3494
11.77,67.65,0.081,33460.25316,18328.26748,17060.24096
12.12,61.7,0.082,33836.96203,18729.48328,17083.37349
12.38,59.07,0.085,33970.63291,18769.60486,16811.56627
12.66,58.3,0.083,34450.63291,19017.62918,17042.89157
12.89,56.83,0.083,34815.18987,19123.40426,17216.38554
12.86,55.26,0.084,35325.56962,18900.91185,17227.95181
13.1,55.73,0.083,35307.34177,18959.27052,17274.21687
13.32,53.76,0.082,35276.96203,19068.69301,17511.3253
13.39,52.52,0.086,35520.0,19382.37082,17598.07229
13.61,51.35,0.083,36006.07595,19586.62614,17707.95181
13.71,52.39,0.085,36103.29114,19688.7538,17887.22892
13.67,51.79,0.084,36358.48101,19641.33739,18031.80723
13.61,50.25,0.084,36030.37975,19262.00608,18228.43373
13.39,47.71,0.084,35629.36709,18930.09119,18263.13253
13.58,46.31,0.085,35459.24051,18977.5076,18378.79518
13.66,49.22,0.083,35204.05063,18970.21277,18263.13253
13.68,49.38,0.084,34875.94937,18817.02128,18332.53012
13.78,47.35,0.085,34584.3038,19086.93009,18344.09639
13.79,47.11,0.084,34499.24051,19375.07599,18211.08434
13.99,47.85,0.087,33879.49367,19272.94833,18182.16867
14.06,47.71,0.084,34116.4557,19269.30091,18043.37349
14.11,47.31,0.082,33557.46835,19123.40426,18020.24096
14.15,44.21,0.087,33253.67089,19192.70517,17968.19277
14.04,44.91,0.09,33454.17722,19422.4924,17725.3012
13.94,46.11,0.083,33314.43038,19429.78723,18089.63855
14.23,46.54,0.083,33709.36709,19623.1003,18083.85542
14.29,45.48,0.086,33751.89873,19776.29179,18130.12048
14.17,43.97,0.084,33381.26582,19801.82371,18060.72289
14.28,45.38,0.084,33521.01266,20170.21277,17268.43373
14.13,47.45,0.085,33551.39241,21147.72036,16400.96386
14.05,49.35,0.088,33211.13924,21118.54103,16441.44578
13.93,48.18,0.084,32858.73418,20801.21581,16377.83133
13.77,46.74,0.084,32633.92405,20680.85106,16320.0
13.96,45.54,0.085,32773.67089,20472.94833,16400.96386
14.04,44.31,0.084,32834.43038,20753.79939,16296.86747
13.98,46.81,0.085,32731.13924,20633.43465,16441.44578
13.92,45.78,0.084,32870.88608,20476.59574,16487.71084
13.7,46.21,0.083,32767.59494,20542.24924,16545.54217
13.47,47.85,0.085,33350.88608,21067.4772,17233.73494
13.33,52.02,0.087,34906.32911,21702.12766,18465.54217
13.08,53.52,0.087,36656.20253,22792.70517,21039.03614
12.86,55.36,0.084,39396.4557,24503.34347,23404.33735
12.51,57.83,0.082,42276.4557,26268.69301,24601.44578
12.24,59.8,0.086,43746.83544,26808.51064,25139.27711
12.08,61.2,0.084,44166.07595,26863.22188,25411.08434
11.79,62.4,0.086,44469.87342,27034.65046,25636.62651
11.61,63.51,0.085,44670.37975,27315.50152,26000.96386
11.54,63.71,0.088,44409.11392,27220.66869,25781.20482
11.52,63.64,0.083,44804.05063,27224.31611,25810.12048
11.55,63.11,0.082,44512.40506,26976.29179,26081.92771
11.52,63.04,0.087,44178.22785,27082.06687,26035.66265
11.29,63.84,0.088,44275.44304,27100.30395,25977.83133
11.26,64.01,0.084,44342.27848,27045.59271,25873.73494
11.43,62.97,0.085,43844.05063,26954.40729,25850.60241
11.42,61.94,0.088,43795.44304,26761.09422,25821.68675
11.22,63.17,0.086,43813.67089,26826.74772,25804.33735
11.01,63.37,0.087,43746.83544,26976.29179,25908.43373
10.89,63.37,0.087,44275.44304,27122.18845,26029.87952
10.73,63.57,0.084,44032.40506,27096.65653,25966.26506
10.94,63.44,0.084,43716.4557,26863.22188,26035.66265
11.1,62.34,0.086,43515.94937,26943.46505,25711.80723
10.66,63.81,0.087,43078.48101,26866.8693,25399.51807
10.55,64.17,0.09,42598.48101,26640.72948,25347.46988
10.6,64.14,0.088,42033.41772,26418.23708,25110.36145
10.8,63.04,0.086,41571.64557,26294.22492,24613.01205
10.76,62.64,0.086,41450.12658,25765.34954,24364.33735
10.8,62.84,0.082,40338.22785,25407.90274,24213.9759
11.24,61.5,0.087,39511.89873,24671.12462,23919.03614
11.39,60.0,0.088,38916.4557,24448.63222,23699.27711
11.42,59.53,0.087,37695.18987,24007.29483,23271.3253
10.92,61.93,0.089,36680.50633,23040.72948,22374.93976
10.64,62.77,0.09,35823.79747,22690.57751,21825.54217
10.53,63.14,0.087,35015.6962,22212.76596,21466.98795
10.61,63.04,0.088,33703.29114,21435.86626,20934.93976
10.8,61.6,0.084,32773.67089,21089.3617,20524.33735
10.75,62.0,0.086,31850.12658,20392.70517,20119.51807
10.83,60.67,0.087,30902.27848,19885.71429,19512.28916
10.86,60.7,0.088,30343.29114,19407.90274,18968.6747
10.8,60.3,0.09,29207.08861,18740.42553,18407.71084
11.15,60.0,0.087,28411.13924,18098.48024,17945.06024
11.32,58.16,0.089,27773.16456,17580.54711,17413.01205
11.81,57.46,0.085,27159.49367,17306.99088,17037.10843
11.72,56.66,0.088,26861.77215,16996.96049,16880.96386
11.63,56.76,0.091,26357.46835,16355.0152,16695.90361
11.35,57.7,0.087,25725.56962,16249.24012,16239.03614
11.21,58.13,0.089,25075.44304,15815.19757,15776.38554
11.68,57.66,0.084,24583.29114,15519.75684,15626.0241
12.44,54.82,0.084,23914.93671,15275.37994,15429.39759
11.85,56.33,0.088,23641.51899,15041.94529,15146.0241
11.63,56.73,0.089,23380.25316,14844.9848,14943.61446
11.66,56.33,0.09,23258.73418,14491.18541,14851.08434
11.65,57.03,0.086,23106.83544,14385.41033,14417.3494
11.6,57.6,0.087,22900.25316,14144.68085,14428.91566
11.66,57.43,0.09,23143.29114,14188.44985,14313.25301
11.76,56.99,0.09,22918.48101,13885.71429,13995.18072
11.83,56.53,0.093,22711.89873,13874.77204,13914.21687
11.95,56.43,0.087,22596.4557,13885.71429,13931.56627
11.74,57.3,0.082,22323.03797,13754.40729,13833.25301
12.06,57.43,0.085,22426.32911,13732.5228,13786.98795
12.77,51.95,0.082,22274.43038,13914.89362,13723.37349
12.93,50.88,0.087,22122.53165,13772.64438,13503.61446
12.87,51.02,0.083,22219.74684,13703.34347,13630.84337
13.0,50.15,0.085,21934.17722,13856.53495,13734.93976
12.88,50.65,0.082,22086.07595,13696.04863,13682.89157
12.88,50.72,0.086,21818.73418,13593.92097,13636.62651
12.82,50.92,0.087,21745.82278,13561.09422,13584.57831
12.65,51.69,0.084,21885.56962,13451.67173,13613.49398
12.76,49.82,0.083,21709.36709,13546.50456,13578.79518
12.64,50.48,0.086,22025.31646,13699.69605,13601.92771
12.84,49.22,0.083,22462.78481,13579.33131,13526.74699
13.13,46.44,0.081,22553.92405,13601.21581,13636.62651
13.24,46.38,0.084,22663.29114,13761.70213,13729.15663
13.31,45.31,0.087,22930.63291,13765.34954,13844.81928
13.41,44.87,0.084,23173.67089,14148.32827,14018.31325
13.4,44.74,0.081,23696.20253,14600.6079,14324.81928
13.37,44.67,0.081,24637.97468,15257.14286,14793.25301
13.2,45.28,0.082,24789.87342,15279.02736,14741.20482
12.97,45.54,0.086,25312.40506,15304.55927,14521.44578
12.91,45.38,0.082,25622.27848,15734.95441,14347.95181
13.08,45.21,0.083,25913.92405,15756.83891,14255.42169
13.12,46.21,0.085,25786.32911,15756.83891,14423.13253
13.17,46.94,0.085,25251.64557,15986.62614,14191.80723
13.2,46.78,0.088,25008.60759,16121.58055,13653.9759
13.23,47.15,0.084,25288.10127,16150.75988,12913.73494
13.24,47.35,0.083,25081.51899,16183.58663,12219.75904
13.32,47.41,0.087,25051.13924,15713.06991,12017.3494
13.26,47.88,0.085,24729.11392,15720.36474,11664.57831
13.35,47.78,0.084,25597.97468,16154.40729,11791.80723
13.32,48.35,0.084,26393.92405,16340.42553,12005.78313
13.26,48.11,0.082,27001.51899,16945.89666,12341.20482
13.35,47.41,0.084,27274.93671,17354.40729,12503.13253
13.28,48.58,0.083,27767.08861,17989.05775,12746.0241
13.23,48.85,0.084,28143.79747,18350.15198,13104.57831
13.42,47.78,0.084,28994.43038,18401.21581,13509.39759
13.5,47.95,0.083,29668.86076,19006.68693,13948.91566
13.5,48.31,0.082,29966.58228,19444.3769,14405.78313
13.31,49.12,0.083,30543.79747,19801.82371,14827.95181
13.41,49.95,0.086,31096.70886,20170.21277,15134.45783
13.36,50.48,0.08,31850.12658,20491.18541,15354.21687
13.5,50.52,0.083,32330.12658,20826.74772,15712.77108
13.57,50.85,0.081,33186.83544,21516.10942,16001.92771
13.45,53.76,0.08,34359.49367,21636.47416,16100.24096
13.34,53.32,0.082,34930.63291,21848.02432,16285.3012
13.56,50.78,0.081,35021.77215,22329.48328,16823.13253
13.82,48.38,0.081,35532.1519,22500.91185,17418.79518
13.83,48.95,0.08,36279.49367,22406.07903,17459.27711
13.9,49.85,0.078,36309.87342,22599.3921,17748.43373
14.12,49.28,0.081,36261.26582,22683.28267,18268.91566
14.24,48.45,0.081,36765.56962,22862.00608,18529.15663
13.87,51.45,0.081,37081.51899,23018.84498,18569.63855
13.71,51.79,0.079,37136.20253,23179.33131,18650.60241
14.04,48.31,0.08,37391.39241,23277.81155,18795.18072
14.13,47.08,0.081,37470.37975,23474.77204,18737.3494
14.14,47.98,0.082,37288.10127,23755.6231,18737.3494
14.29,47.91,0.081,37440.0,23952.58359,18847.22892
14.52,47.51,0.084,37986.83544,24142.24924,19032.28916
14.07,49.35,0.083,37968.60759,23970.82067,19061.20482
14.12,49.02,0.083,37780.25316,24069.30091,19119.03614
14.77,46.94,0.082,38302.78481,23941.64134,19477.59036
14.29,49.08,0.082,38606.58228,24167.78116,19408.19277
13.94,50.42,0.082,38163.03797,23912.46201,19286.74699
14.06,50.38,0.08,37907.8481,23985.41033,19194.21687
13.99,49.72,0.082,37506.83544,23923.40426,19257.83133
14.05,48.11,0.083,37494.68354,23828.57143,19061.20482
14.25,47.75,0.086,38333.16456,23956.231,18974.45783
14.54,47.41,0.082,38551.89873,24098.48024,18957.10843
14.3,48.08,0.08,38406.07595,23821.2766,18887.71084
14.54,47.65,0.082,37920.0,23857.75076,19223.13253
14.65,48.18,0.081,37816.70886,24124.01216,19460.24096
14.64,48.41,0.08,37725.56962,24313.67781,19298.31325
14.62,48.55,0.083,37683.03797,24536.17021,19217.3494
14.63,48.61,0.078,37245.56962,24751.36778,19182.6506
14.32,49.35,0.081,37397.46835,24605.47112,19153.73494
14.43,49.08,0.081,37506.83544,24587.23404,19153.73494
14.12,49.85,0.082,37239.49367,24528.87538,19240.48193
14.06,51.85,0.085,36795.94937,24306.38298,19402.40964
14.52,51.15,0.084,36735.18987,24087.53799,19483.37349
14.73,50.08,0.085,36960.0,24186.01824,19633.73494
15.0,49.05,0.086,36953.92405,24452.27964,19720.48193
15.06,49.58,0.081,36893.16456,24868.08511,20009.63855
14.79,50.92,0.082,36698.73418,25054.10334,20131.08434
14.57,51.39,0.084,36747.34177,24893.61702,20605.3012
14.87,51.09,0.082,37172.65823,25221.8845,21270.36145
14.85,50.85,0.081,38418.22785,25849.24012,22502.16867
14.69,52.49,0.084,38090.12658,26407.29483,23953.73494
14.88,52.09,0.081,40666.32911,27636.47416,25758.07229
14.79,52.49,0.083,44111.39241,29080.85106,27036.14458
14.88,52.75,0.082,44056.70886,29584.19453,27498.79518
14.61,54.39,0.082,44591.39241,29770.21277,27649.15663
14.35,55.46,0.084,45022.78481,29748.32827,27701.20482
14.0,60.0,0.08,45198.98734,29496.65653,27724.33735
13.95,59.63,0.079,45375.18987,29336.17021,27654.93976
14.07,59.23,0.082,45180.75949,29416.41337,27527.71084
14.22,58.03,0.081,45302.27848,29617.02128,27602.89157
14.31,57.26,0.083,45101.77215,29613.37386,27585.54217
14.43,56.99,0.084,45053.16456,29631.61094,27626.0241
